id;programa;codigo_programa;codigo_instituicao
438;TECNOLOGIAS DA INFORMAÇÃO E GESTÃO EM SAÚDE;42015014015P3;42015014
439;ADMINISTRAÇÃO;42009014014P0;42009014
440;AGRONOMIA;42009014001P6;42009014
441;Bioexperimentação;42009014009P7;42009014
442;Ciência e Tecnologia de Alimentos;42009014010P5;42009014
443;CIÊNCIAS AMBIENTAIS;42009014015P7;42009014
444;Computação Aplicada;42009014011P1;42009014
445;Direito;42009014013P4;42009014
446;EDUCAÇÃO;42009014002P2;42009014
447;Engenharia Civil e Ambiental;42009014004P5;42009014
448;Ensino de Ciências e Matemática;42009014012P8;42009014
449;ENVELHECIMENTO HUMANO;42009014006P8;42009014
450;HISTÓRIA;42009014003P9;42009014
451;LETRAS;42009014005P1;42009014
452;ODONTOLOGIA;42009014007P4;42009014
453;Projeto e Processos de Fabricação;42009014008P0;42009014
454;Biotecnologia em Saúde Humana e Animal;22003010028P7;21002010
455;Ensino de História;31001017155P1;21002010
456;LETRAS;21002010001P2;21002010
457;LETRAS;23001011069P5;21002010
458;Matemática em Rede Nacional;31075010001P2;21002010
459;PROFBIO ENSINO DE BIOLOGIA EM REDE NACIONAL;32001010175P5;21002010
460;QUÍMICA;21002010070P4;21002010
461;ADMINISTRAÇÃO;51001012023P4;51001012
462;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;51001012
463;AGRONEGÓCIOS;51001012016P8;51001012
464;AGRONOMIA;51001012003P3;51001012
465;Agronomia;51001012034P6;51001012
466;ANTROPOLOGIA SOCIAL ;51001012174P2;51001012
467;Biologia Animal;51001012029P2;51001012
468;BIOLOGIA VEGETAL;51001012018P0;51001012
469;BIOTECNOLOGIA;51001012177P1;51001012
470;Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste;53001010100P8;51001012
471;CIÊNCIA ANIMAL;51001012013P9;51001012
472;CIÊNCIA DA COMPUTAÇÃO;51001012012P2;51001012
473;CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG;51001012028P6;51001012
474;CIÊNCIA DOS MATERIAIS;51001012170P7;51001012
475;CIÊNCIAS CONTÁBEIS;51001012173P6;51001012
476;CIÊNCIAS DO MOVIMENTO;51001012180P2;51001012
477;CIÊNCIAS VETERINÁRIAS;51001012040P6;51001012
478;Computação Aplicada;51001012038P1;51001012
479;Comunicação;51001012031P7;51001012
480;DIREITO;51001012101P5;51001012
481;DOENÇAS INFECCIOSAS E PARASITÁRIAS;51001012024P0;51001012
482;ECOLOGIA E CONSERVAÇÃO;51001012005P6;51001012
483;EDUCAÇÃO;51001012001P0;51001012
484;EDUCAÇÃO;51001012026P3;51001012
485;EDUCAÇÃO MATEMÁTICA;51001012021P1;51001012
486;EFICIÊNCIA ENERGÉTICA E SUSTENTABILIDADE;51001012035P2;51001012
487;ENFERMAGEM;51001012036P9;51001012
488;ENFERMAGEM CPTL;51001012176P5;51001012
489;ENGENHARIA ELÉTRICA;51001012017P4;51001012
490;ENGENHARIA ELÉTRICA;51001012175P9;51001012
491;ENSINO DE CIÊNCIAS;51001012022P8;51001012
492;ENSINO DE CIÊNCIAS;51001012172P0;51001012
493;ENTOMOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE;51001012014P5;51001012
494;ESTUDOS CULTURAIS;51001012178P8;51001012
495;ESTUDOS DE LINGUAGENS;51001012020P5;51001012
496;ESTUDOS FRONTEIRIÇOS;51001012025P7;51001012
497;Farmácia;51001012030P0;51001012
498;FILOSOFIA;40001016170P6;51001012
499;FÍSICA;51001012004P0;51001012
500;GEOGRAFIA;51001012015P1;51001012
501;GEOGRAFIA;51001012027P0;51001012
502;Geografia;51001012039P8;51001012
503;HISTÓRIA;51001012009P1;51001012
504;LETRAS;23001011069P5;51001012
505;LETRAS;51001012011P6;51001012
506;Matemática em Rede Nacional;31075010001P2;51001012
507;MEDICINA-PEDIATRIA;51001012008P5;51001012
508;Multicêntrico em Bioquímica e Biologia Molecular;33287015001P7;51001012
509;ODONTOLOGIA;51001012033P0;51001012
510;PÓS GRADUAÇÃO EM EDUCAÇÃO;51001012179P4;51001012
511;Psicologia;51001012032P3;51001012
512;QUÍMICA;51001012007P9;51001012
513;Química em Rede Nacional;31001017169P2;51001012
514;QUÍMICA - UFG-UFMS-UFU;52001016035P5;51001012
515;RECURSOS NATURAIS;51001012171P3;51001012
516;SAÚDE COLETIVA;51001012002P7;51001012
517;SAÚDE DA FAMILIA;51001012037P5;51001012
518;SAÚDE E DESENVOLVIMENTO NA REGIÃO CENTRO-OESTE;51001012019P7;51001012
519;TECNOLOGIAS AMBIENTAIS;51001012010P0;51001012
520;AGRONOMIA;13001019004P2;13001019
521; ANTROPOLOGIA SOCIAL;13001019039P0;13001019
522;Biodiversidade e Biotecnologia - Rede BIONORTE;12001015038P1;13001019
523;CIÊNCIAS DA SAÚDE;13001019007P1;13001019
524;COMUNICAÇÃO;13001019040P9;13001019
525;DESENVOLVIMENTO REGIONAL DA AMAZÔNIA;13001019009P4;13001019
526;EDUCAÇÃO  ;13001019041P5;13001019
527;EDUCAÇÃO NA AMAZÔNIA;15001016166P8;13001019
528;Ensino de Física  - PROFIS;33283010001P5;13001019
529;Ensino de História;31001017155P1;13001019
530;FÍSICA;13001019002P0;13001019
531;Geografia;13001019006P5;13001019
532;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;33004013069P2;13001019
533;LETRAS;13001019005P9;13001019
534;Matemática em Rede Nacional;31075010001P2;13001019
535;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;13001019
536;QUIMICA;13001019003P6;13001019
537;RECURSOS NATURAIS;13001019001P3;13001019
538;SOCIEDADE E FRONTEIRAS;13001019008P8;13001019
539;ADMINISTRAÇÃO;27001016038P3;27001016
540;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;27001016
541;Agricultura e Biodiversidade;27001016049P5;27001016
542;AGROECOSSISTEMAS;27001016012P4;27001016
543;ANTROPOLOGIA;27001016026P5;27001016
544;Arqueologia;27001016033P1;27001016
545;Biologia Parasitaria;27001016028P8;27001016
546;BIOTECNOLOGIA;27001016171P5;27001016
547;BIOTECNOLOGIA DE RECURSOS NATURAIS;27001016018P2;27001016
548;BIOTECNOLOGIA - Rede RENORBIO;22003010017P5;27001016
549;Ciência da Computação;27001016029P4;27001016
550;CIÊNCIA DA INFORMAÇÃO;27001016175P0;27001016
551;Ciência da Propriedade Intelectual;27001016045P0;27001016
552;CIÊNCIA E ENGENHARIA DE MATERIAIS;27001016015P3;27001016
553;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;27001016016P0;27001016
554;Ciências Aplicadas à Saúde;27001016047P2;27001016
555;CIÊNCIAS DA NUTRIÇÃO;27001016172P1;27001016
556;Ciências da Religião;27001016046P6;27001016
557;CIÊNCIAS DA SAUDE;27001016009P3;27001016
558;CIÊNCIAS FARMACÊUTICAS;27001016019P9;27001016
559;Ciências Fisiológicas;27001016031P9;27001016
560;Comunicação;27001016041P4;27001016
561;DESENVOLVIMENTO E MEIO AMBIENTE;27001016007P0;27001016
562;DESENVOLVIMENTO E MEIO AMBIENTE UFPI-UFRN-FUFSE-UESC-UFPB/JP;22001018074P6;27001016
563;DIREITO;27001016035P4;27001016
564;ECOLOGIA E CONSERVAÇÃO;27001016017P6;27001016
565;ECONOMIA;27001016013P0;27001016
566;ECONOMIA;27001016170P9;27001016
567;EDUCAÇÃO;27001016003P5;27001016
568;Educação Física;27001016042P0;27001016
569;Enfermagem;27001016048P9;27001016
570;Engenharia Civil;27001016034P8;27001016
571;ENGENHARIA E CIÊNCIAS AMBIENTAIS;27001016174P4;27001016
572;Engenharia Elétrica;27001016027P1;27001016
573;ENGENHARIA QUÍMICA;27001016014P7;27001016
574;ENSINO DE CIÊNCIAS E MATEMÁTICA;27001016025P9;27001016
575;Ensino de Física  - PROFIS;33283010001P5;27001016
576;Ensino de História;31001017155P1;27001016
577;Filosofia;27001016039P0;27001016
578;FÍSICA;27001016008P7;27001016
579;Geociências e Análise de Bacias - PGAB;27001016036P0;27001016
580;GEOGRAFIA;27001016001P2;27001016
581;GESTÃO E INOVAÇÃO TECNOLÓGICA EM SAÚDE;27001016179P6;27001016
582;História;27001016043P7;27001016
583;INTERDISCIPLINAR EM CINEMA;27001016173P8;27001016
584;INTERDISCIPLINAR EM CULTURAS POPULARES ;27001016176P7;27001016
585;LETRAS;23001011069P5;27001016
586;LETRAS;27001016021P3;27001016
587;Matemática;27001016032P5;27001016
588;MATEMÁTICA;27001016177P3;27001016
589;Matemática em Rede Nacional;31075010001P2;27001016
590;Odontologia;27001016040P8;27001016
591;Psicologia;27001016022P0;27001016
592;QUÍMICA;27001016010P1;27001016
593;Recursos Hídricos;27001016044P3;27001016
594; Rede Nacional para Ensino das Ciências Ambientais;33002045070P4;27001016
595;SEGURANÇA, SOCIEDADE E POLÍTICAS PÚBLICAS;27001016178P0;27001016
596;Serviço Social;27001016037P7;27001016
597;Sociologia;27001016011P8;27001016
598;Zootecnia;27001016030P2;27001016
599;ADMINISTRAÇÃO;42046017011P0;42046017
600;Bioquímica;42046017002P0;42046017
601;CIÊNCIA ANIMAL;42046017005P0;42046017
602;CIÊNCIA E ENGENHARIA DE MATERIAIS;42046017017P8;42046017
603;CIÊNCIAS BIOLÓGICAS;42046017003P7;42046017
604;Ciências Farmacêuticas;42046017007P2;42046017
605;COMPUTAÇÃO APLICADA;42046017013P2;42046017
606;COMUNICAÇÃO E INDÚSTRIA CRIATIVA;42046017014P9;42046017
607;Educação;42046017008P9;42046017
608;EDUCAÇÃO EM CIÊNCIAS QUÌMICA DA VIDA E SAÚDE UFSM - FURG;42001013098P9;42046017
609;ENGENHARIA;42046017004P3;42046017
610;ENGENHARIA DE SOFTWARE;42046017016P1;42046017
611;Engenharia Elétrica;42046017001P4;42046017
612;ENSINO;42046017015P5;42046017
613;Ensino de Ciências;42046017006P6;42046017
614;Ensino de Línguas;42046017010P3;42046017
615;MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS;33147019001P2;42046017
616;POLÍTICAS PÚBLICAS;42046017012P6;42046017
617;Tecnologia Mineral;42046017009P5;42046017
618;Matemática em Rede Nacional;31075010001P2;42046025
619;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;21001014
620;Agronomia - Agricultura Tropical;21001014007P4;21001014
621;AGRONOMIA - SOLOS E NUTRIÇÃO DE PLANTAS;21001014018P6;21001014
622;ALIMENTOS E NUTRIÇÃO;21001014020P0;21001014
623;ANTROPOLOGIA;21001014017P0;21001014
624;Arqueologia;21001014032P9;21001014
625;Artes, Patrimônio e Museologia;21001014033P5;21001014
626;BIOTECNOLOGIA;21001014025P2;21001014
627;BIOTECNOLOGIA - Rede RENORBIO;22003010017P5;21001014
628;CIÊNCIA ANIMAL;21001014002P2;21001014
629;CIÊNCIA DA COMPUTAÇÃO;20001010049P6;21001014
630;Ciência da Computação;21001014031P2;21001014
631;Ciência e Engenharia dos Materiais;21001014024P6;21001014
632;CIÊNCIA POLÍTICA;21001014014P0;21001014
633;CIÊNCIA POLÍTICA;21001014082P6;21001014
634;Ciências Agrárias;21001014023P0;21001014
635;Ciências Biomédicas;21001014034P1;21001014
636;CIÊNCIAS E SAÚDE;21001014011P1;21001014
637;CIENCIAS FARMACEUTICAS;21001014022P3;21001014
638;Comunicação;21001014026P9;21001014
639;DESENVOLVIMENTO E MEIO AMBIENTE;21001014004P5;21001014
640;DESENVOLVIMENTO E MEIO AMBIENTE UFPI-UFRN-FUFSE-UESC-UFPB/JP;22001018074P6;21001014
641;DIREITO;21001014083P2;21001014
642;EDUCAÇÃO;21001014001P6;21001014
643;ENFERMAGEM;21001014012P8;21001014
644;ENGENHARIA ELÉTRICA;21001014078P9;21001014
645;Ensino de Física  - PROFIS;33283010001P5;21001014
646;FARMACOLOGIA;21001014013P4;21001014
647;FARMACOLOGIA;21001014081P0;21001014
648;FILOSOFIA;21001014015P7;21001014
649;FILOSOFIA;40001016170P6;21001014
650;FÍSICA;21001014016P3;21001014
651;GENETICA E MELHORAMENTO;21001014019P2;21001014
652;Geografia;21001014027P5;21001014
653;GESTÃO PÚBLICA;21001014077P2;21001014
654;HISTÓRIA;21001014009P7;21001014
655;LETRAS;21001014008P0;21001014
656;MATEMÁTICA;21001014021P7;21001014
657;Matemática em Rede Nacional;31075010001P2;21001014
658;ODONTOLOGIA;21001014028P1;21001014
659;POLÍTICAS PÚBLICAS;21001014005P1;21001014
660;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;21001014
661;PSICOLOGIA;21001014079P5;21001014
662;QUÍMICA;21001014003P9;21001014
663;Saúde da Família;31010016027P9;21001014
664;Saúde da Família;33303002001P9;21001014
665;SAÚDE DA MULHER;21001014076P6;21001014
666;SAÚDE E COMUNIDADE;21001014075P0;21001014
667;Sociologia;21001014030P6;21001014
668;TECNOLOGIAS APLICADAS A ANIMAIS DE INTERESSE REGIONAL;21001014080P3;21001014
669;Zootecnia;21001014029P8;21001014
670;Matemática em Rede Nacional;31075010001P2;16003039
671;CIÊNCIAS DA SAÚDE;42018013001P1;42018013
672;CIÊNCIAS DA SAÚDE CARDIOLOGIA;42018013002P8;42018013
673;Processos de Pesquisa e Inovação em Saúde;42018013003P4;42018013
674;AMBIENTE E DESENVOLVIMENTO;42014018001P6;42014018
675;BIOTECNOLOGIA;42014018003P9;42014018
676;ENSINO;42014018004P5;42014018
677;ENSINO DE CIÊNCIAS EXATAS;42014018002P2;42014018
678;SISTEMAS AMBIENTAIS SUSTENTÁVEIS;42014018170P2;42014018
679;CIÊNCIAS CONTÁBEIS;28011015001P7;28011015
680;DESENVOLVIMENTO HUMANO E RESPONSABILIDADE SOCIAL;28011015003P0;28011015
681;INTERDISCIPLINAR EM MODELAGEM COMPUTACIONAL;28011015002P3;28011015
682;CONTROLE DE DOENÇAS E PRAGAS DOS CITROS;33150010001P3;33150010
683;PESQUISA CLÍNICA;42023017002P8;42023017
684;Prevenção e Assistência em Saúde Mental e Transtornos Aditivos;42023017001P1;42023017
685;CIÊNCIAS DA SAÚDE;33039011003P9;33039011
686;MEDICINA CIRURGIA DE CABEÇA E PESCOÇO;33039011001P6;33039011
687;AVALIAÇÃO DE TECNOLOGIAS PARA O SUS;43001009001P2;43001009
688;CIÊNCIAS APLICADAS À ATENÇÃO HOSPITALAR;51020009001P2;51020009
689;MEDICINA GASTROENTEROLOGIA;33016011001P3;33016011
690;ADMINISTRAÇÃO;33129010002P8;33129010
691;ECONOMIA;33129010001P1;33129010
692;ECONOMIA DOS NEGÓCIOS;33129010003P4;33129010
693;POLÍTICAS PÚBLICAS;33129010004P0;33129010
694;CIÊNCIAS DA SAÚDE;32075014001P5;32075014
695;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;32043015
696;REPRODUÇÃO E NUTRIÇÃO ANIMAL;32043015001P7;32043015
697;Educação para Ciências e Matemática;52005011002P5;52005011
698;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;52005011
699;Tecnologia de Processos Sustentáveis;52005011001P9;52005011
700;AGRICULTURA TROPICAL E SUBTROPICAL;33081018001P4;33081018
701;DIREITO TRIBUTÁRIO INTERNACIONAL;35016000001P3;35016000
702;DIREITO TRIBUTÁRIO ;35019000001P6;35019000
703;ADMINISTRAÇÃO PÚBLICA;53019016002P5;53019016
704;Direito Constitucional;53019016001P9;53019016
705;DIREITO ECONÔMICO E DESENVOLVIMENTO;53019016004P8;53019016
706;ECONOMIA DO SETOR PÚBLICO;53019016003P1;53019016
707;BIOTECNOLOGIA E BIOPROCESSOS;33045011002P9;33045011
708;Ciências ;33045011001P2;33045011
709;Ciências e Tecnologias Espaciais;33011010013P3;35161000
710;CIÊNCIAS DA SAÚDE;33038015007P8;33038015
711;MEDICINA GASTROENTEROLOGIA CIRÚRGICA;33038015003P2;33038015
712;DEFESA BIOLÓGICA;33339007001P2;33339007
713;BIODIVERSIDADE VEGETAL E MEIO AMBIENTE;33120013001P4;33120013
714;Engenharia e Gestão de Processos e Sistemas;31115004001P3;31115004
715;CIÊNCIA E TECNOLOGIA NUCLEARES: ENGENHARIA DE REATORES;31058019001P8;31058019
716;Ciência e Tecnologia Nucleares;31058019002P4;31058019
717;Neuroengenharia;33280010001P2;33280010
718;EDUCAÇÃO EM DIABETES;32058020002P2;32058020
719;Medicina - Biomedicina;32058020001P6;32058020
720;SAÚDE DA FAMÍLIA;21005010001P5;21005010
721;Desenvolvimento Regional;32081014001P1;32081014
722;Ciências e Tecnologias Espaciais;33011010013P3;33151016
723;ACÚSTICA SUBMARINA;33305005002P8;33305005
724;BIOTECNOLOGIA MARINHA;33305005001P1;33305005
725;Avaliação em Saúde;25005014002P9;25005014
726;CUIDADOS INTENSIVOS;25005014003P5;25005014
727;CUIDADOS PALIATIVOS;25005014004P1;25005014
728;SAÚDE INTEGRAL;25005014001P2;25005014
729;AQUICULTURA E PESCA;33132011001P9;33132011
730;ENGENHARIA DE COMPUTAÇÃO;33083010003P0;33083010
731;HABITAÇÃO: PLANEJAMENTO E TECNOLOGIA;33083010001P7;33083010
732;PROCESSOS INDUSTRIAIS;33083010004P6;33083010
733;TECNOLOGIA AMBIENTAL;33083010002P3;33083010
734;Políticas Públicas e Desenvolvimento;53012011001P4;53012011
735;BIODIVERSIDADE EM UNIDADES DE CONSERVAÇÃO;31057012002P8;31057012
736;BOTÂNICA;31057012001P1;31057012
737;Biodiversidade e Biotecnologia - Rede BIONORTE;12001015038P1;16014006
738;CONSERVAÇÃO DA BIODIVERSIDADE E DESENVOLVIMENTO SUSTENTÁVEL;33140014001P8;33140014
739;LASERS EM ODONTOLOGIA;33104018001P6;33104018
740;PROJETO E OPERAÇÃO DE SISTEMAS NUCLEARES;33104018003P9;33104018
741;RADIOPROTEÇÃO E DOSIMETRIA;33104018002P2;33104018
742;RADIOPROTEÇÃO E DOSIMETRIA;33104018004P5;33104018
743;TECNOLOGIA DAS RADIAÇÕES EM CIÊNCIAS DA SAÚDE;33104018005P1;33104018
744;RADIOPROTEÇÃO E DOSIMETRIA;31056016001P5;31056016
745;Ciência e Tecnologia de Alimentos;33299013001P1;33299013
746;DESENVOLVIMENTO DE TECNOLOGIA;40033015001P8;40033015
747;PRODUÇÃO ANIMAL SUSTENTÁVEL;33148015001P9;33148015
748;Preservação do Patrimônio Cultural;31076017001P9;31076017
749;CIÊNCIAS MÉDICAS;33335001001P7;33335001
750;Psicogerontologia;33281017001P9;33281017
751;EPIDEMIOLOGIA E VIGILÂNCIA EM SAÚDE;15012018002P3;15012018
752;VIROLOGIA;15012018001P7;15012018
753;Ciência e Tecnologia de Alimentos;32048017001P9;32048017
754;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;32048017
755;EDUCAÇÃO TECNOLÓGICA;32048017002P5;32048017
756; PRODUÇÃO VEGETAL;32048017003P1;32048017
757;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;42032016
758;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;25009010
759;Gestão Ambiental;25009010001P1;25009010
760;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;27005011
761;TURISMO;27005011001P8;27005011
762;ARQUITETURA E URBANISMO PPGAU-IFF;31040012004P4;31040012
763;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;31040012
764;ENGENHARIA AMBIENTAL;31040012001P5;31040012
765;Ensino de Física  - PROFIS;33283010001P5;31040012
766;ENSINO E SUAS TECNOLOGIAS;31040012003P8;31040012
767;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;31040012
768;SISTEMAS APLICADOS À ENGENHARIA E GESTÃO;31040012002P1;31040012
769;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;26002019
770;TECNOLOGIAS AMBIENTAIS;26002019001P6;26002019
771;Ciências e Tecnologias na Educação;42033012002P0;42033012
772;Educação e Tecnologia;42033012001P3;42033012
773;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;42033012
774;ENGENHARIA E CIÊNCIAS AMBIENTAIS;42033012075P7;42033012
775;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;12003018
776;Ensino de Física  - PROFIS;33283010001P5;12003018
777;Ensino Tecnológico;12003018001P3;12003018
778;CIÊNCIA, TECNOLOGIA E SOCIEDADE;40034011075P8;40034011
779;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;40034011
780;SUSTENTABILIDADE;40004015074P6;40034011
781;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;24007013
782;Engenharia Elétrica;24007013001P2;24007013
783;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;24007013
784;TECNOLOGIA DA INFORMAÇÃO ;24007013002P9;24007013
785;AUTOMAÇÃO E CONTROLE DE PROCESSOS;33084017001P3;33084017
786;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;33084017
787;Engenharia Mecânica;33084017003P6;33084017
788;Ensino de Ciências e Matemática;33084017002P0;33084017
789;Matemática em Rede Nacional;31075010001P2;33084017
790;CIÊNCIAS AMBIENTAIS;29002001002P5;29002001
791;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;29002001
792;PRODUÇÃO VEGETAL NO SEMIÁRIDO;29002001001P9;29002001
793;EDUCAÇÃO;41012011003P3;41012011
794;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;41012011
795;PRODUÇÃO E SANIDADE ANIMAL;41012011001P0;41012011
796;TECNOLOGIA E AMBIENTE;41012011002P7;41012011
797;CIÊNCIAS E TECNOLOGIAS AMBIENTAIS;29007003003P3;28010019
798;DIFUSÃO DO CONHECIMENTO IFBA - SENAI/CIMATEC - LNCC - UNEB - UEFS;28001010064P0;28010019
799;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;28010019
800;ENGENHARIA DE MATERIAIS;28010019066P5;28010019
801;ENGENHARIA DE SISTEMAS E PRODUTOS;28010019065P9;28010019
802;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;28010019
803;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;53038010
804; Ciência e Tecnologia de Alimentos;50005014001P3;50005014
805;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;50005014
806;ENSINO;50008013005P8;50005014
807;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;50005014
808;QUIMICA TECNOLÓGICA E AMBIENTAL;50005014002P0;50005014
809;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;51006014
810;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;32045018
811;Sustentabilidade e Tecnologia Ambiental;32045018001P0;32045018
812;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;11010002
813;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;11010002
814;Agroecologia;13003011002P2;13002015
815;EDUCAÇÃO;13003011003P9;13002015
816;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;13002015
817;CLIMA E AMBIENTE ;41011015003P7;41011015
818;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;41011015
819;MECATRÔNICA;41011015001P4;41011015
820;PROTEÇÃO RADIOLÓGICA;41011015002P0;41011015
821;SISTEMAS DE ENERGIA ELÉTRICA;41011015075P8;41011015
822;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;11002018
823;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;14002019
824;ARTES;22008012075P7;22008012
825;Ciência da Computação;22008012004P2;22008012
826;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;22008012
827;Energias Renováveis;22008012005P9;22008012
828;ENGENHARIA DE TELECOMUNICAÇÕES;22008012003P6;22008012
829;ENSINO DE CIÊNCIAS E MATEMÁTICA;22008012006P5;22008012
830;ENSINO E FORMAÇÃO DOCENTE;22011013005P6;22008012
831;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;22008012
832;TECNOLOGIA DE ALIMENTOS;22008012002P0;22008012
833;TECNOLOGIA E GESTÃO AMBIENTAL;22008012001P3;22008012
834;Ensino de Física  - PROFIS;33283010001P5;23018003
835;AGROECOLOGIA;30004012073P1;30004012
836;COMPUTAÇÃO APLICADA;30004012075P4;30004012
837;EDUCAÇÃO EM CIÊNCIAS  E MATEMÁTICA;30004012002P7;30004012
838;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;30004012
839;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;30004012070P2;30004012
840;ENGENHARIA METALÚRGICA E DE MATERIAIS;30004012001P0;30004012
841;Ensino de Física  - PROFIS;33283010001P5;30004012
842;ENSINO DE HUMANIDADES;30004012072P5;30004012
843;LETRAS;23001011069P5;30004012
844;Química em Rede Nacional;31001017169P2;30004012
845;TECNOLOGIAS SUSTENTÁVEIS;30004012071P9;30004012
846;EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;30004012074P8;21015007
847;ENGENHARIA MECÂNICA;21015007001P8;21015007
848;Ensino de Física  - PROFIS;33283010001P5;21015007
849;ENGENHARIA DE MATERIAIS;20003013001P6;20003013
850;QUÍMICA;20003013002P2;20003013
