id;programa;codigo_programa;codigo_instituicao
4963;Ciência e Tecnologia Farmacêutica;31001017154P5;31001017
4964;CIÊNCIA POLÍTICA;31001017114P3;31001017
4965;CIÊNCIAS MICROBIOLOGIA;31001017017P8;31001017
4966;CIÊNCIAS AMBIENTAIS E CONSERVAÇÃO;31001017145P6;31001017
4967;CIÊNCIAS BIOLÓGICAS BIOFÍSICA;31001017012P6;31001017
4968;CIÊNCIAS BIOLÓGICAS BOTÂNICA;31001017014P9;31001017
4969;CIÊNCIAS BIOLÓGICAS FARMACOLOGIA E QUÍMICA MEDICINAL;31001017015P5;31001017
4970;CIÊNCIAS BIOLÓGICAS FISIOLOGIA;31001017108P3;31001017
4971;CIÊNCIAS BIOLÓGICAS GENÉTICA;31001017016P1;31001017
4972;CIÊNCIAS BIOLÓGICAS ZOOLOGIA;31001017019P0;31001017
4973;CIÊNCIAS CIRÚRGICAS;31001017128P4;31001017
4974;CIÊNCIAS CONTÁBEIS;31001017113P7;31001017
4975;CIÊNCIAS DA INFORMAÇÃO;31001017090P7;31001017
4976;CIÊNCIAS FARMACÊUTICAS;31001017099P4;31001017
4977;CIÊNCIAS JURÍDICAS;31001017063P0;31001017
4978;CIÊNCIAS MORFOLÓGICAS;31001017105P4;31001017
4979;CLÍNICA MÉDICA;31001017048P0;31001017
4980;Clínica Odontológica;31001017152P2;31001017
4981;COMUNICAÇÃO;31001017064P6;31001017
4982;CRIAÇÃO E PRODUÇÃO DE CONTEÚDOS DIGITAIS;31001017166P3;31001017
4983;DANÇA;31001017175P2;31001017
4984;DESIGN;31001017172P3;31001017
4985;DIREITO;31001017130P9;31001017
4986;ECOLOGIA;31001017096P5;31001017
4987;ECONOMIA DA INDÚSTRIA E DA TECNOLOGIA;31001017025P0;31001017
4988;ECONOMIA POLÍTICA INTERNACIONAL;31001017137P3;31001017
4989;Educação, Gestão e Difusão em Biociências;31001017149P1;31001017
4990;EDUCAÇÃO;31001017001P4;31001017
4991;EDUCAÇÃO EM CIÊNCIAS E SAÚDE;31001017106P0;31001017
4992;EDUCAÇÃO FÍSICA;31001017061P7;31001017
4993;EDUCAÇÃO FÍSICA;31001017131P5;31001017
4994;ENFERMAGEM;31001017060P0;31001017
4995;ENGENHARIA AMBIENTAL;31001017115P0;31001017
4996;ENGENHARIA AMBIENTAL;31001017171P7;31001017
4997;ENGENHARIA BIOMÉDICA;31001017027P3;31001017
4998;ENGENHARIA CIVIL;31001017028P0;31001017
4999;Engenharia da Nanotecnologia;31001017158P0;31001017
5000;Engenharia de Processos Químicos e Bioquímicos;31001017037P9;31001017
5001;Engenharia de Processos Químicos e Bioquímicos;31001017136P7;31001017
5002;ENGENHARIA DE PRODUÇÃO;31001017035P6;31001017
5003;ENGENHARIA DE SISTEMAS E COMPUTAÇÃO;31001017004P3;31001017
5004;ENGENHARIA DE TRANSPORTES;31001017038P5;31001017
5005;ENGENHARIA ELÉTRICA;31001017029P6;31001017
5006;ENGENHARIA MECÂNICA;31001017030P4;31001017
5007;ENGENHARIA METALÚRGICA E DE MATERIAIS;31001017031P0;31001017
5008;ENGENHARIA NUCLEAR;31001017033P3;31001017
5009;ENGENHARIA OCEÂNICA;31001017032P7;31001017
5010;ENGENHARIA QUÍMICA;31001017036P2;31001017
5011;ENGENHARIA URBANA;31001017132P1;31001017
5012;ENSINO DE FÍSICA;31001017126P1;31001017
5013;Ensino de Física  - PROFIS;33283010001P5;31001017
5014;Ensino de História;31001017155P1;31001017
5015;ENSINO DE MATEMÁTICA;31001017122P6;31001017
5016;Ensino de Química;31001017156P8;31001017
5017;ESTATÍSTICA;31001017005P0;31001017
5018;FARMÁCIA HOSPITALAR;31001017092P0;31001017
5019;FILOSOFIA;31001017022P1;31001017
5020;FÍSICA;31001017002P0;31001017
5021;FÍSICO-QUÍMICA;31001017010P3;31001017
5022;Formação em Ciências para Professores.;31001017144P0;31001017
5023;FORMAÇÃO PARA A PESQUISA BIOMÉDICA;31001017148P5;31001017
5024;GEOCIÊNCIAS: PATRIMÔNIO GEOPALEONTOLÓGICO;31001017161P1;31001017
5025;GEOGRAFIA;31001017024P4;31001017
5026;GEOLOGIA;31001017011P0;31001017
5027;HISTÓRIA COMPARADA;31001017119P5;31001017
5028;HISTÓRIA DAS CIÊNCIAS E DAS TÉCNICAS E EPISTEMOLOGIA;31001017121P0;31001017
5029;HISTÓRIA SOCIAL;31001017023P8;31001017
5030;Imunologia e Inflamaçao;31001017147P9;31001017
5031;INFORMÁTICA;31001017110P8;31001017
5032;INTERDISCIPLINAR EM FÍSICA APLICADA;31001017174P6;31001017
5033;INTERDISCIPLINAR LINGÜÍSTICA APLICADA;31001017085P3;31001017
5034;LETRAS;23001011069P5;31001017
5035;LETRAS CIÊNCIA DA LITERATURA;31001017071P2;31001017
5036;LETRAS LETRAS CLÁSSICAS;31001017069P8;31001017
5037;LETRAS LETRAS VERNÁCULAS;31001017070P6;31001017
5038;LETRAS NEOLATINAS;31001017086P0;31001017
5039;LINGÜÍSTICA;31001017067P5;31001017
5040;LINGUÍSTICA E LÍNGUAS INDÍGENAS;31001017167P0;31001017
5041;LÓGICA E METAFÍSICA;31001017123P2;31001017
5042;MATEMÁTICA;31001017003P7;31001017
5043;MATEMÁTICA APLICADA;31001017109P0;31001017
5044;Matemática em Rede Nacional;31075010001P2;31001017
5045;MEDICINA ANATOMIA PATOLÓGICA;31001017040P0;31001017
5046;MEDICINA CARDIOLOGIA;31001017041P6;31001017
5047;MEDICINA CIRURGIA GERAL;31001017042P2;31001017
5048;MEDICINA CLÍNICA OBSTÉTRICA;31001017046P8;31001017
5049;MEDICINA DERMATOLOGIA;31001017043P9;31001017
5050;MEDICINA DOENÇAS INFECCIOSAS E PARASITÁRIAS;31001017049P7;31001017
5051;MEDICINA ENDOCRINOLOGIA;31001017044P5;31001017
5052;MEDICINA GASTROENTEROLOGIA;31001017045P1;31001017
5053;MEDICINA GINECOLOGIA;31001017047P4;31001017
5054;MEDICINA ORTOPEDIA E TRAUMATOLOGIA;31001017053P4;31001017
5055;MEDICINA RADIOLOGIA;31001017057P0;31001017
5056;METEOROLOGIA;31001017139P6;31001017
5057;Multicêntrico em Bioquímica e Biologia Molecular;33287015001P7;31001017
5058;MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS;33147019001P2;31001017
5059;MÚSICA;31001017072P9;31001017
5060;MÚSICA;31001017170P0;31001017
5061;NANOBIOSSISTEMAS;31001017177P5;31001017
5062;NEFROLOGIA;31001017050P5;31001017
5063;NEUROCIÊNCIA TRANSLACIONAL;31001017153P9;31001017
5064;NUTRIÇÃO;31001017084P7;31001017
5065;Nutrição Clínica;31001017151P6;31001017
5066;ODONTOLOGIA;31001017059P2;31001017
5067;ODONTOLOGIA;31001017107P7;31001017
5068;ODONTOLOGIA ODONTOPEDIATRIA;31001017079P3;31001017
5069;ODONTOLOGIA PERIODONTIA;31001017077P0;31001017
5070;OFTALMOLOGIA;31001017075P8;31001017
5071;OTORRINOLARINGOLOGIA;31001017074P1;31001017
5072;PLANEJAMENTO ENERGÉTICO;31001017102P5;31001017
5073;PLANEJAMENTO URBANO E REGIONAL;31001017065P2;31001017
5074;POLÍTICAS PÚBLICAS, ESTRATÉGIAS E DESENVOLVIMENTO;31001017127P8;31001017
5075;POLÍTICAS PÚBLICAS EM DIREITOS HUMANOS;31001017160P5;31001017
5076;Produtos Bioativos e Biociências;31001017143P3;31001017
5077;PROFBIO ENSINO DE BIOLOGIA EM REDE NACIONAL;32001010175P5;31001017
5078;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;31001017
5079;PROJETO DE ESTRUTURAS;31001017134P4;31001017
5080;Projeto e Patrimônio;31001017150P0;31001017
5081;PSICOLOGIA;31001017098P8;31001017
5082;PSICOSSOCIOLOGIA DE COMUNID.E ECOLOGIA SOCIAL;31001017101P9;31001017
5083;PSIQUIATRIA E SAÚDE MENTAL;31001017056P3;31001017
5084;QUÍMICA;31001017006P6;31001017
5085;QUÍMICA ANALÍTICA;31001017117P2;31001017
5086;QUÍMICA BIOLÓGICA;31001017087P6;31001017
5087;QUÍMICA DE PRODUTOS NATURAIS;31001017009P5;31001017
5088;Química em Rede Nacional;31001017169P2;31001017
5089;QUÍMICA INORGÂNICA;31001017104P8;31001017
5090;SAÚDE COLETIVA;31001017111P4;31001017
5091;SAÚDE MATERNO-INFANTIL;31001017173P0;31001017
5092;SAÚDE PERINATAL;31001017162P8;31001017
5093;SERVIÇO SOCIAL;31001017066P9;31001017
5094;SOCIOLOGIA E ANTROPOLOGIA;31001017020P9;31001017
5095;TECNOLOGIA PARA O DESENVOLVIMENTO SOCIAL;31001017159P7;31001017
5096;TEORIA PSICANALÍTICA;31001017097P1;31001017
5097;TISIOLOGIA E PNEUMOLOGIA;31001017055P7;31001017
5098;URBANISMO;31001017103P1;31001017
5099;ADMINISTRAÇÃO;42004012156P8;42004012
5100;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;42004012
5101;AMBIENTOMETRIA;42004012159P7;42004012
5102;AQÜICULTURA;42004012011P0;42004012
5103;BIOLOGIA DE AMBIENTES AQUÁTICOS CONTINENTAIS;42004012013P2;42004012
5104;CIÊNCIAS DA SAÚDE;42004012012P6;42004012
5105;Ciências Fisiológicas;42004012008P9;42004012
5106;Computação;42004012022P1;42004012
5107;CONTABILIDADE;42004012157P4;42004012
5108;Direito e Justiça Social;42004012027P3;42004012
5109;Economia Aplicada;42004012028P0;42004012
5110;EDUCAÇÃO;42004012021P5;42004012
5111;EDUCAÇÃO AMBIENTAL;42004012002P0;42004012
5112;EDUCAÇÃO EM CIÊNCIAS;42004012161P1;42004012
5113;EDUCAÇÃO EM CIÊNCIAS QUÌMICA DA VIDA E SAÚDE UFSM - FURG;42001013098P9;42004012
5114;ENFERMAGEM;42004012009P5;42004012
5115;ENGENHARIA E CIÊNCIA DE ALIMENTOS;42004012005P0;42004012
5116;Engenharia Mecânica;42004012024P4;42004012
5117;ENGENHARIA OCEÂNICA;42004012004P3;42004012
5118;ENGENHARIA QUIMICA;42004012025P0;42004012
5119;ENSINO DE CIÊNCIAS EXATAS;42004012158P0;42004012
5120;Ensino de Física  - PROFIS;33283010001P5;42004012
5121;Ensino de História;31001017155P1;42004012
5122;Física;42004012019P0;42004012
5123;GEOGRAFIA;42004012015P5;42004012
5124;Gerenciamento Costeiro;42004012020P9;42004012
5125;HISTÓRIA;42004012023P8;42004012
5126;LETRAS;42004012010P3;42004012
5127;Matemática em Rede Nacional;31075010001P2;42004012
5128;MODELAGEM COMPUTACIONAL;42004012014P9;42004012
5129;OCEANOGRAFIA BIOLÓGICA;42004012001P4;42004012
5130;OCEANOGRAFIA FÍSICA, QUÍMICA E GEOLÓGICA;42004012007P2;42004012
5131;PSICOLOGIA;42004012160P5;42004012
5132;QUIMICA TECNOLOGICA E AMBIENTAL;42004012016P1;42004012
5133;SAÚDE PÚBLICA;42004012026P7;42004012
5134;ADMINISTRAÇÃO;23001011007P0;23001011
5135;ANTROPOLOGIA SOCIAL;23001011037P6;23001011
5136;ARQUITETURA  E URBANISMO;23001011024P1;23001011
5137;ARQUITETURA E URBANISMO;23001011052P5;23001011
5138;ARTES CÊNICAS;23001011044P2;23001011
5139;BIOINFORMÁTICA;23001011170P8;23001011
5140;Biologia Estrutural e Funcional;23001011070P3;23001011
5141;Biologia Parasitária;23001011073P2;23001011
5142;BIOQUÍMICA;23001011020P6;23001011
5143;BIOTECNOLOGIA - Rede RENORBIO;22003010017P5;23001011
5144;CIÊNCIA, TECNOLOGIA E INOVAÇÃO;23001011079P0;23001011
5145;CIÊNCIA E ENGENHARIA DE MATERIAIS;23001011026P4;23001011
5146;CIÊNCIA E ENGENHARIA DE PETRÓLEO;23001011041P3;23001011
5147;CIÊNCIAS BIOLÓGICAS;23001011035P3;23001011
5148;Ciências Climáticas;23001011056P0;23001011
5149;CIÊNCIAS CONTÁBEIS;23001011076P1;23001011
5150;CIÊNCIAS DA REABILITAÇÃO;23001011173P7;23001011
5151;CIÊNCIAS DA SAÚDE;23001011031P8;23001011
5152;CIÊNCIAS FARMACÊUTICAS;23001011040P7;23001011
5153;Ciências Florestais;23001011061P4;23001011
5154;CIÊNCIAS ODONTOLÓGICAS;23001011005P7;23001011
5155;CIÊNCIAS SOCIAIS;23001011004P0;23001011
5156;CLÍNICAS ODONTOLÓGICAS;23001011016P9;23001011
5157;CONTABILIDADE - UNB - UFPB - UFRN;53001010073P0;23001011
5158;DEMOGRAFIA;23001011058P3;23001011
5159;DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS;23001011047P1;23001011
5160;DESENVOLVIMENTO E MEIO AMBIENTE;23001011036P0;23001011
5161;DESENVOLVIMENTO E MEIO AMBIENTE UFPI-UFRN-FUFSE-UESC-UFPB/JP;22001018074P6;23001011
5162;Design;23001011062P0;23001011
5163;DIREITO;23001011034P7;23001011
5164;ECOLOGIA;23001011015P2;23001011
5165;ECONOMIA;23001011039P9;23001011
5166;EDUCAÇÃO, TRABALHO E INOVAÇÃO EM MEDICINA;23001011172P0;23001011
5167;EDUCAÇÃO;23001011001P1;23001011
5168;Educação Física;23001011060P8;23001011
5169;EDUCAÇÃO FÍSICA;33004137068P8;23001011
5170;Energia Elétrica;23001011068P9;23001011
5171;ENFERMAGEM;23001011029P3;23001011
5172;ENGENHARIA AEROESPACIAL;23001011181P0;23001011
5173;ENGENHARIA CIVIL;23001011051P9;23001011
5174;ENGENHARIA DE PRODUÇÃO;23001011021P2;23001011
5175;ENGENHARIA ELÉTRICA;23001011008P6;23001011
5176;ENGENHARIA MECÂNICA;23001011009P2;23001011
5177;Engenharia Mecatrônica;23001011074P9;23001011
5178;ENGENHARIA QUÍMICA;23001011011P7;23001011
5179;ENGENHARIA SANITÁRIA;23001011023P5;23001011
5180;ENGENHARIA TÊXTIL;23001011176P6;23001011
5181;ENSINO DE CIÊNCIAS E MATEMÁTICA;23001011077P8;23001011
5182;ENSINO DE CIÊNCIAS NATURAIS  E MATEMÁTICA;23001011032P4;23001011
5183;Ensino de Física  - PROFIS;33283010001P5;23001011
5184;Ensino de História;31001017155P1;23001011
5185;ENSINO NA SAÚDE;23001011063P7;23001011
5186;ESTUDOS DA LINGUAGEM;23001011013P0;23001011
5187;ESTUDOS DA MÍDIA;23001011053P1;23001011
5188;ESTUDOS URBANOS E REGIONAIS;23001011055P4;23001011
5189;FILOSOFIA;23001011030P1;23001011
5190;FILOSOFIA UFPE-UFPB-UFRN;24001015046P8;23001011
5191;FÍSICA;23001011010P0;23001011
5192;FISIOTERAPIA;23001011043P6;23001011
5193;FONOAUDIOLOGIA;24001015081P8;23001011
5194;GENÉTICA E BIOLOGIA MOLECULAR;23001011019P8;23001011
5195;GEOCIÊNCIAS;23001011017P5;23001011
5196;GEODINÂMICA E GEOFÍSICA;23001011018P1;23001011
5197;GEOGRAFIA;23001011028P7;23001011
5198;GEOGRAFIA ;23001011078P4;23001011
5199;GEOGRAFIA;23001011180P3;23001011
5200;Gestão, trabalho, educação e saúde;23001011178P9;23001011
5201;GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO;23001011080P9;23001011
5202;Gestão da Qualidade em Serviços de Saúde;23001011072P6;23001011
5203;Gestão de Processos Institucionais;23001011066P6;23001011
5204;GESTÃO E INOVAÇÃO EM SAÚDE;23001011175P0;23001011
5205;Gestão Pública;23001011057P7;23001011
5206;HISTÓRIA;23001011038P2;23001011
5207;HISTÓRIA;23001011179P5;23001011
5208;INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS;23001011174P3;23001011
5209;LETRAS;23001011069P5;23001011
5210;MATEMÁTICA APLICADA E ESTATISTICA;23001011042P0;23001011
5211;Matemática em Rede Nacional;31075010001P2;23001011
5212;Música;23001011067P2;23001011
5213;Nanotecnologia Farmacêutica;52001016048P0;23001011
5214;NEUROCIÊNCIAS;23001011054P8;23001011
5215;Nutrição;23001011075P5;23001011
5216;ODONTOLOGIA SOCIAL;23001011006P3;23001011
5217;PRODUÇÃO ANIMAL;23001011050P2;23001011
5218;PROFARTES;41002016026P1;23001011
5219;PSICOBIOLOGIA;23001011003P4;23001011
5220;PSICOLOGIA;23001011025P8;23001011
5221;PSICOLOGIA PSICOLOGIA SOCIAL) UFPB-J.P. - UFRN;24001015043P9;23001011
5222;QUÍMICA;23001011012P3;23001011
5223;Química em Rede Nacional;31001017169P2;23001011
5224;Saúde Coletiva;23001011033P0;23001011
5225;SAÚDE COLETIVA;23001011171P4;23001011
5226;Saúde da Família;31010016027P9;23001011
5227;SAÚDE E SOCIEDADE;23001011177P2;23001011
5228;SERVIÇO SOCIAL;23001011027P0;23001011
5229;SISTEMAS E COMPUTAÇÃO;23001011022P9;23001011
5230;Sistemática e Evolução;23001011059P0;23001011
5231;Tecnologia da Informação;23001011071P0;23001011
5232;TURISMO;23001011046P5;23001011
5233;ADMINISTRAÇÃO;42001013025P1;42001013
5234;ADMINISTRAÇÃO;42001013083P1;42001013
5235;AGRONEGÓCIOS;42001013070P7;42001013
5236;AGRONEGÓCIOS;42001013090P8;42001013
5237;ALIMENTAÇÃO, NUTRIÇÃO E SAÚDE;42001013172P4;42001013
5238;ALIMENTOS DE ORIGEM ANIMAL;42001013157P5;42001013
5239;ANTROPOLOGIA SOCIAL;42001013034P0;42001013
5240;ARQUITETURA;42001013049P8;42001013
5241;ARTES CÊNICAS;42001013093P7;42001013
5242;ARTES VISUAIS;42001013055P8;42001013
5243;Assistência Farmacêutica;42001013102P6;42001013
5244;BIOLOGIA ANIMAL;42001013057P0;42001013
5245;BIOLOGIA CELULAR E MOLECULAR;42001013068P2;42001013
5246;BIOLOGIA CELULAR E MOLECULAR;42001013082P5;42001013
5247;BOTÂNICA;42001013007P3;42001013
5248;CIÊNCIA DA INFORMAÇÃO;42001013176P0;42001013
5249;CIÊNCIA DO SOLO;42001013037P0;42001013
5250;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;42001013079P4;42001013
5251;CIÊNCIA  POLÍTICA;42001013033P4;42001013
5252;Ciências Biológicas: Farmacologia e Terapêutica;42001013105P5;42001013
5253;CIÊNCIAS BIOLÓGICAS BIOQUÍMICA;42001013006P7;42001013
5254;CIÊNCIAS BIOLÓGICAS FISIOLOGIA;42001013009P6;42001013
5255;CIÊNCIAS BIOLÓGICAS NEUROCIÊNCIAS;42001013011P0;42001013
5256;CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES;42001013017P9;42001013
5257;Ciências da Saúde: Ginecologia e Obstetrícia;42001013106P1;42001013
5258;CIÊNCIAS DO MOVIMENTO HUMANO;42001013051P2;42001013
5259;CIÊNCIAS DOS MATERIAIS;42001013056P4;42001013
5260;CIÊNCIAS EM GASTROENTEROLOGIA E HEPATOLOGIA;42001013018P5;42001013
5261;CIÊNCIAS FARMACÊUTICAS;42001013023P9;42001013
5262;CIÊNCIAS FARMACÊUTICAS;42001013087P7;42001013
5263;CIÊNCIAS MÉDICAS: ENDOCRINOLOGIA;42001013060P1;42001013
5264;CIÊNCIAS MÉDICAS: NEFROLOGIA;42001013019P1;42001013
5265;CIÊNCIAS PNEUMOLÓGICAS;42001013020P0;42001013
5266;CIÊNCIAS VETERINÁRIAS;42001013030P5;42001013
5267;COMPUTAÇÃO;42001013004P4;42001013
5268;COMPUTAÇÃO;42001013084P8;42001013
5269;CONTROLADORIA E CONTABILIDADE;42001013170P1;42001013
5270;DESENVOLVIMENTO RURAL;42001013071P3;42001013
5271;DESIGN;42001013096P6;42001013
5272;DIREITO;42001013042P3;42001013
5273;ECOLOGIA;42001013008P0;42001013
5274;ECONOMIA;42001013013P3;42001013
5275;ECONOMIA;42001013085P4;42001013
5276;ECONOMIA RURAL;42001013029P7;42001013
5277;EDUCAÇÃO;42001013001P5;42001013
5278;EDUCAÇÃO EM CIÊNCIAS: QUÍMICA DA VIDA E SAÚDE;42001013080P2;42001013
5279;EDUCAÇÃO EM CIÊNCIAS QUÌMICA DA VIDA E SAÚDE  UFSM - FURG;42001013098P9;42001013
5280;ENFERMAGEM;42001013067P6;42001013
5281;ENGENHARIA;42001013069P9;42001013
5282;ENGENHARIA CIVIL: CONSTRUÇÃO E INFRAESTRUTURA;42001013174P7;42001013
5283;ENGENHARIA CIVIL;42001013014P0;42001013
5284;ENGENHARIA DE MINAS, METALÚRGICA E DE MATERIAIS;42001013016P2;42001013
5285;ENGENHARIA DE MINAS, METALÚRGICA E DE MATERIAIS;42001013086P0;42001013
5286;ENGENHARIA DE PRODUÇÃO;42001013059P3;42001013
5287;ENGENHARIA DE PRODUÇÃO;42001013089P0;42001013
5288;ENGENHARIA ELÉTRICA;42001013066P0;42001013
5289;ENGENHARIA MECÂNICA;42001013046P9;42001013
5290;ENGENHARIA QUÍMICA;42001013058P7;42001013
5291;ENSINO DE FÍSICA;42001013076P5;42001013
5292;ENSINO DE FÍSICA;42001013091P4;42001013
5293;Ensino de História;31001017155P1;42001013
5294;ENSINO DE MATEMÁTICA;42001013081P9;42001013
5295;ENSINO DE MATEMÁTICA;42001013171P8;42001013
5296;Ensino na Saúde;42001013103P2;42001013
5297;EPIDEMIOLOGIA;42001013074P2;42001013
5298;EPIDEMIOLOGIA;42001013094P3;42001013
5299;ESTATÍSTICA;42001013177P6;42001013
5300;Estudos Estratégicos Internacionais;42001013101P0;42001013
5301;FILOSOFIA;42001013032P8;42001013
5302;FÍSICA;42001013002P1;42001013
5303;FITOTECNIA;42001013035P7;42001013
5304;Genética Aplicada à Medicina;42001013100P3;42001013
5305;GENÉTICA E BIOLOGIA MOLECULAR;42001013010P4;42001013
5306;GEOCIÊNCIAS;42001013005P0;42001013
5307;GEOGRAFIA;42001013065P3;42001013
5308;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;33004013069P2;42001013
5309;HISTÓRIA;42001013043P0;42001013
5310;INFORMÁTICA NA EDUCAÇÃO;42001013075P9;42001013
5311;LETRAS;42001013031P1;42001013
5312;MATEMÁTICA;42001013003P8;42001013
5313;MATEMÁTICA APLICADA;42001013063P0;42001013
5314;MEDICINA: CIÊNCIAS CIRÚRGICAS;42001013054P1;42001013
5315;MEDICINA: CIÊNCIAS MÉDICAS;42001013039P2;42001013
5316;MEDICINA ANIMAL: EQÜINOS;42001013099P5;42001013
5317;MICROBIOLOGIA AGRÍCOLA E DO AMBIENTE;42001013048P1;42001013
5318;MICROELETRÔNICA;42001013078P8;42001013
5319;Multicêntrico em Bioquímica e Biologia Molecular;33287015001P7;42001013
5320;MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS;33147019001P2;42001013
5321;MUSEOLOGIA E PATRIMÔNIO;42001013173P0;42001013
5322;MÚSICA;42001013044P6;42001013
5323;Nanotecnologia Farmacêutica;52001016048P0;42001013
5324;ODONTOLOGIA;42001013053P5;42001013
5325;PLANEJAMENTO URBANO E REGIONAL;42001013026P8;42001013
5326;POLÍTICA SOCIAL E SERVIÇO SOCIAL;42001013158P1;42001013
5327;POLÍTICAS PÚBLICAS;42001013156P9;42001013
5328;Programa de Pós-Graduação em Comunicação;42001013062P4;42001013
5329;Psicanálise: Clínica e Cultura;42001013107P8;42001013
5330;PSICOLOGIA;42001013047P5;42001013
5331;PSICOLOGIA SOCIAL E INSTITUCIONAL;42001013064P7;42001013
5332;Psiquiatria e Ciências do comportamento;42001013073P6;42001013
5333;QUÍMICA;42001013040P0;42001013
5334;QUÍMICA;42001013088P3;42001013
5335;Química em Rede Nacional;31001017169P2;42001013
5336;RECURSOS HÍDRICOS E SANEAMENTO AMBIENTAL;42001013015P6;42001013
5337;RELAÇÕES INTERNACIONAIS;42001013077P1;42001013
5338;Saúde Coletiva;42001013104P9;42001013
5339;Saúde da Criança e do Adolescente;42001013050P6;42001013
5340;Saúde da Família;33303002001P9;42001013
5341;SEGURANÇA CIDADÃ;42001013175P3;42001013
5342;SENSORIAMENTO REMOTO;42001013052P9;42001013
5343;SOCIOLOGIA;42001013012P7;42001013
5344;ZOOTECNIA;42001013036P3;42001013
5345; DINÂMICAS REGIONAIS E DESENVOLVIMENTO;42001021001P0;42001021
5346;Ensino de Física  - PROFIS;33283010001P5;42001021
5347;CIÊNCIAS E TECNOLOGIAS AMBIENTAIS;29007003003P3;29007003
5348;ENSINO;29007003004P0;29007003
5349;ESTADO E SOCIEDADE;29007003002P7;29007003
5350;Saúde da Família;33303002001P9;29007003
5351;CIÊNCIAS FORENSES;15025012074P5;15025012
5352;Dinâmicas Territoriais e Sociedade na Amazônia;15025012001P8;15025012
5353;EDUCAÇÃO EM CIÊNCIAS EM MATEMÁTICA;15025012072P2;15025012
5354; EDUCAÇÃO ESCOLAR INDÍGENA;15006018009P1;15025012
5355;EDUCAÇÃO INCLUSIVA;33004129069P9;15025012
5356;Ensino de Física  - PROFIS;33283010001P5;15025012
5357;Ensino de História;31001017155P1;15025012
5358;HISTÓRIA;15025012073P9;15025012
5359;LETRAS;15025012070P0;15025012
5360;LETRAS;23001011069P5;15025012
5361;PLANEJAMENTO E DESENVOLVIMENTO REGIONAL E URBANO NA AMAZÔNIA;15025012075P1;15025012
5362;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;15025012
5363;QUIMICA;15025012071P6;15025012
5364;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;16003012
5365;AGROENERGIA;16003012005P0;16003012
5366;BIODIVERSIDADE, ECOLOGIA E CONSERVAÇÃO.;16003012006P6;16003012
5367;Biodiversidade e Biotecnologia - Rede BIONORTE;12001015038P1;16003012
5368;Biotecnologia;16003012011P0;16003012
5369;CIÊNCIA ANIMAL TROPICAL;16003012002P0;16003012
5370;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;16003012012P6;16003012
5371;CIÊNCIAS DA SAÚDE;16003012007P2;16003012
5372;CIÊNCIAS DO AMBIENTE;16003012001P4;16003012
5373;Ciências Florestais e Ambientais;16003012016P1;16003012
5374;CIÊNCIAS FORENSES;15025012074P5;16003012
5375;COMUNICAÇÃO E SOCIEDADE;16003012161P1;16003012
5376;DEMANDAS POPULARES E DINÂMICAS REGIONAIS;16003012172P3;16003012
5377;DESENVOLVIMENTO REGIONAL;16003012004P3;16003012
5378;EDUCAÇAO;16003012013P2;16003012
5379;EDUCAÇÃO;16003012160P5;16003012
5380;EDUCAÇÃO NA AMAZÔNIA;15001016166P8;16003012
5381;Engenharia Ambiental;16003012010P3;16003012
5382;ENSINO DE CIÊNCIAS E MATEMÁTICA;16003012173P0;16003012
5383;Ensino de Física  - PROFIS;33283010001P5;16003012
5384;Ensino de História;31001017155P1;16003012
5385;ENSINO EM CIÊNCIAS E SAÚDE;16003012157P4;16003012
5386;ESTUDOS DE CULTURA E TERRITÓRIO;16003012158P0;16003012
5387;FILOSOFIA;40001016170P6;16003012
5388;GEOGRAFIA;16003012009P5;16003012
5389;GESTÃO DE POLÍTICAS PÚBLICAS;16003012017P8;16003012
5390;HISTÓRIA DAS POPULAÇÕES AMAZÔNICAS;16003012174P6;16003012
5391;Letras:Ensino de Língua e Literatura;16003012008P9;16003012
5392;LETRAS;16003012159P7;16003012
5393;LETRAS;23001011069P5;16003012
5394;Matemática em Rede Nacional;31075010001P2;16003012
5395; MODELAGEM COMPUTACIONAL DE SISTEMAS;16003012014P9;16003012
5396;Prestação Jurisdicional e Direitos Humanos;16003012015P5;16003012
5397;PRODUÇÃO VEGETAL;16003012003P7;16003012
